YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,water_l1,avg_water_l1
2017,7,12,17,11,53,1287.22,NULL
2017,7,12,17,28,31,1296.68,NULL
2017,7,12,17,41,55,1294.5,NULL
2017,7,12,17,56,52,1298.46,NULL
2017,7,12,19,0,58,1302.74,NULL
2017,7,12,19,11,52,1298.84,NULL
2017,7,12,19,28,3,1302.46,NULL
2017,7,12,19,41,52,1300.79,NULL
2017,7,12,19,58,3,1293.69,NULL
2017,7,12,20,14,18,1295.42,NULL
2017,7,12,20,26,51,1290.92,NULL
2017,7,12,20,43,32,1302.04,NULL
2017,7,12,20,56,52,1293.18,NULL
2017,7,12,21,13,31,1290.49,NULL
2017,7,12,21,26,51,1286.14,NULL
2017,7,12,21,43,2,1279.48,NULL
2017,7,12,21,56,52,1278.15,NULL
2017,7,12,22,11,51,1275.54,NULL
2017,7,12,22,28,1,1274.38,NULL
2017,7,12,23,14,15,1273.89,NULL
2017,7,12,23,27,40,1263.24,NULL
2017,7,12,23,41,52,1273.26,NULL
2017,7,13,0,11,55,1272.01,NULL
2017,7,13,0,26,51,1271.73,NULL
2017,7,13,0,43,1,1268.52,NULL
2017,7,13,0,56,52,1267.13,NULL
2017,7,13,1,13,31,1263.56,NULL
2017,7,13,1,41,52,1266.14,NULL
2017,7,13,1,58,5,1263.69,NULL
2017,7,13,2,11,51,1267.91,NULL
2017,7,13,2,28,1,1271.41,NULL
2017,7,13,2,41,51,1261.84,NULL
2017,7,13,3,13,1,1267.24,NULL
2017,7,13,3,26,54,1261.95,NULL
2017,7,13,3,41,52,1264.61,NULL
2017,7,13,3,56,52,1257.32,NULL
2017,7,13,4,13,1,1268.32,NULL
2017,7,13,4,29,23,1278.31,NULL
2017,7,13,4,41,54,1266.56,NULL
2017,7,13,4,56,53,1280.13,NULL
2017,7,13,5,11,51,1276.95,NULL
2017,7,13,5,44,19,1283.31,NULL
2017,7,13,5,56,53,1280.43,NULL
2017,7,13,6,13,1,1284.72,NULL
2017,7,13,6,26,54,1285.62,NULL
2017,7,13,6,41,53,1285.53,NULL
2017,7,13,6,58,1,1278.32,NULL
2017,7,13,7,11,52,1278.2,NULL
2017,7,13,7,26,51,1282.68,NULL
2017,7,13,7,43,30,1271.99,NULL
2017,7,13,8,14,19,1269.46,NULL
2017,7,13,8,45,59,1263.5,NULL
2017,7,13,8,56,54,1261.7,NULL
2017,7,13,9,13,4,1260.95,NULL
2017,7,13,9,26,52,1256.87,NULL
2017,7,13,9,43,31,1251.34,NULL
2017,7,13,9,59,44,1252.41,NULL
2017,7,13,10,11,52,1245.28,NULL
2017,7,13,10,26,52,1253.08,NULL
2017,7,13,10,43,2,1243.6,NULL
2017,7,13,10,56,52,1243.06,NULL
2017,7,13,11,13,3,1241.47,NULL
2017,7,13,11,26,52,1239.42,NULL
2017,7,13,11,41,51,1232.72,NULL
2017,7,13,11,58,2,1230.17,NULL
2017,7,13,12,14,12,1227.89,NULL
2017,7,13,12,26,52,1232.48,NULL
2017,7,13,12,43,3,1223.6,NULL
2017,7,13,12,56,54,1220.23,NULL
2017,7,13,13,11,52,1219.69,NULL
2017,7,13,13,28,2,1219.16,NULL
2017,7,13,13,41,52,1216.55,NULL
2017,7,13,13,56,51,1223.23,NULL
2017,7,13,14,13,2,1213.24,NULL
2017,7,13,14,26,53,1210.83,NULL
2017,7,13,14,41,51,1212.41,NULL
2017,7,13,15,13,4,1225.16,NULL
2017,7,13,15,26,54,1223.34,NULL
2017,7,13,15,41,53,1231.98,NULL
2017,7,13,16,30,59,1234.63,NULL
2017,7,13,16,41,53,1240.96,NULL
2017,7,13,16,58,37,1246.39,NULL
2017,7,13,17,11,53,1250.26,NULL
2017,7,13,17,43,58,1256,NULL
2017,7,13,18,2,11,1259.54,NULL
2017,7,13,18,11,54,1265.94,NULL
2017,7,13,18,26,52,1267.1,NULL
2017,7,13,18,41,52,1269.27,NULL
2017,7,13,18,56,51,1268.03,NULL
2017,7,13,19,13,1,1265.78,NULL
2017,7,13,19,26,52,1269.86,NULL
2017,7,13,19,43,6,1269.46,NULL
2017,7,13,19,56,57,1262.44,NULL
2017,7,13,20,13,2,1266.34,NULL
2017,7,13,20,46,28,1266.93,NULL
2017,7,13,20,56,54,1266.82,NULL
2017,7,13,21,11,52,1268.36,NULL
2017,7,13,21,28,31,1261.96,NULL
2017,7,13,21,41,52,1260.44,NULL
2017,7,13,21,58,3,1258.97,NULL
2017,7,13,22,28,57,1253.42,NULL
2017,7,13,22,46,0,1253.23,NULL
2017,7,13,22,56,52,1249.86,NULL
2017,7,13,23,13,31,1245.75,NULL
2017,7,13,23,26,51,1248.36,NULL
2017,7,13,23,44,21,1249.6,NULL
2017,7,14,0,26,53,1246.17,NULL
2017,7,14,0,43,35,1249.76,NULL
2017,7,14,0,56,56,1247.25,NULL
2017,7,14,1,13,6,1248.92,NULL
2017,7,14,1,29,39,1250.69,NULL
2017,7,14,1,41,57,1247.21,NULL
2017,7,14,1,56,52,1247.28,NULL
2017,7,14,2,13,6,1247.17,NULL
2017,7,14,2,44,19,1244.65,NULL
2017,7,14,2,56,52,1246.62,NULL
2017,7,14,3,13,30,1252.4,NULL
2017,7,14,3,43,58,1249.81,NULL
2017,7,14,3,56,53,1256.19,NULL
2017,7,14,4,14,19,1250.65,NULL
2017,7,14,4,30,59,1249.33,NULL
2017,7,14,4,41,51,1253.32,NULL
2017,7,14,4,58,1,1251.76,NULL
2017,7,14,5,14,24,1253.68,NULL
2017,7,14,5,26,52,1252.6,NULL
2017,7,14,5,43,2,1251.11,NULL
2017,7,14,5,56,55,1255.79,NULL
2017,7,14,6,11,53,1257.01,NULL
2017,7,14,6,26,52,1258.04,NULL
2017,7,14,6,43,1,1261.41,NULL
2017,7,14,6,56,53,1265.82,NULL
2017,7,14,7,11,52,1262.45,NULL
2017,7,14,7,28,30,1259.21,NULL
2017,7,14,7,41,53,1262.58,NULL
2017,7,14,7,58,31,1260.81,NULL
2017,7,14,8,11,57,1260.36,NULL
2017,7,14,8,26,54,1258.5,NULL
2017,7,14,8,59,22,1255.83,NULL
2017,7,14,9,11,51,1254.33,NULL
2017,7,14,9,28,9,1245.55,NULL
2017,7,14,9,42,0,1243.91,NULL
2017,7,14,9,56,52,1239.92,NULL
2017,7,14,10,13,54,1243.41,NULL
2017,7,14,10,30,59,1243.4,NULL
2017,7,14,10,41,51,1244.04,NULL
2017,7,14,11,31,0,1228.29,NULL
2017,7,14,11,47,12,1232.3,NULL
2017,7,14,11,56,51,1228.83,NULL
2017,7,14,12,13,2,1236.74,NULL
2017,7,14,12,26,54,1224.82,NULL
2017,7,14,12,41,52,1224.83,NULL
2017,7,14,12,58,3,1225.21,NULL
2017,7,14,13,11,51,1222.5,NULL
2017,7,14,13,28,3,1222.65,NULL
2017,7,14,13,41,53,1215.15,NULL
2017,7,14,13,58,2,1217.91,NULL
2017,7,14,14,11,54,1215.83,NULL
2017,7,14,14,26,52,1215.62,NULL
2017,7,14,14,43,1,1218.07,NULL
2017,7,14,14,56,55,1210.57,NULL
2017,7,14,15,11,53,1212.74,NULL
2017,7,14,15,28,5,1217.79,NULL
2017,7,14,15,41,55,1215.8,NULL
2017,7,14,15,56,53,1216.35,NULL
2017,7,14,16,11,51,1220.31,NULL
2017,7,14,16,28,3,1218.76,NULL
2017,7,14,16,41,54,1223.01,NULL
2017,7,14,16,56,53,1229.54,NULL
2017,7,14,17,11,53,1231.1,NULL
2017,7,14,17,29,10,1245.83,NULL
2017,7,14,17,46,0,1246.48,NULL
2017,7,14,17,57,1,1245.98,NULL
2017,7,14,18,13,9,1255.97,NULL
2017,7,14,18,26,56,1256.12,NULL
2017,7,14,18,43,5,1261.92,NULL
2017,7,14,18,56,54,1255.97,NULL
2017,7,14,19,13,4,1263.77,NULL
2017,7,14,19,26,54,1254.97,NULL
2017,7,14,19,41,54,1254.25,NULL
2017,7,14,19,56,54,1262.06,NULL
2017,7,14,20,11,52,1264.16,NULL
2017,7,14,20,26,52,1265.84,NULL
2017,7,14,20,41,51,1259.88,NULL
2017,7,14,20,58,2,1263.67,NULL
2017,7,14,21,11,52,1267.93,NULL
2017,7,14,21,28,30,1264.32,NULL
2017,7,14,21,41,54,1258.87,NULL
2017,7,14,21,58,2,1257.42,NULL
2017,7,14,22,11,52,1251.83,NULL
2017,7,14,22,28,2,1254.62,NULL
2017,7,14,22,41,52,1254.12,NULL
2017,7,14,22,58,18,1256.05,NULL
2017,7,14,23,29,18,1256.04,NULL
2017,7,14,23,41,52,1252.91,NULL
2017,7,15,0,26,51,1248.07,NULL
2017,7,15,0,43,3,1253.9,NULL
2017,7,15,0,59,23,1256.12,NULL
2017,7,15,1,11,56,1253.43,NULL
2017,7,15,1,28,2,1254.19,NULL
2017,7,15,1,41,51,1255.55,NULL
2017,7,15,1,58,2,1262.56,NULL
2017,7,15,2,11,52,1255,NULL
2017,7,15,2,28,31,1262.41,NULL
2017,7,15,2,41,52,1258.1,NULL
2017,7,15,2,56,51,1256.11,NULL
2017,7,15,3,29,22,1253.32,NULL
2017,7,15,3,41,51,1253.53,NULL
2017,7,15,3,58,5,1251.48,NULL
2017,7,15,4,11,53,1243.52,NULL
2017,7,15,4,26,52,1245.02,NULL
2017,7,15,4,41,52,1253.01,NULL
2017,7,15,4,58,13,1255.91,NULL
2017,7,15,5,11,53,1259.01,NULL
2017,7,15,5,26,51,1258.02,NULL
2017,7,15,5,41,51,1265.04,NULL
2017,7,15,6,47,10,1260.75,NULL
2017,7,15,6,56,52,1261.31,NULL
2017,7,15,7,11,52,1259.79,NULL
2017,7,15,7,28,1,1261.14,NULL
2017,7,15,7,41,52,1266.81,NULL
2017,7,15,7,58,33,1265.33,NULL
2017,7,15,8,11,51,1271.59,NULL
2017,7,15,8,28,53,1264.33,NULL
2017,7,15,8,41,53,1272.24,NULL
2017,7,15,8,58,6,1262.28,NULL
2017,7,15,9,11,53,1274.87,NULL
2017,7,15,9,26,52,1265.4,NULL
2017,7,15,9,43,29,1263.63,NULL
2017,7,15,9,56,53,1261.77,NULL
2017,7,15,10,11,52,1263.94,NULL
2017,7,15,10,28,10,1263.65,NULL
2017,7,15,10,44,27,1257.33,NULL
2017,7,15,10,56,53,1258.22,NULL
2017,7,15,11,13,2,1266.5,NULL
2017,7,15,11,27,3,1258.15,NULL
2017,7,15,11,43,6,1261.24,NULL
2017,7,15,11,59,22,1256.82,NULL
2017,7,15,12,11,52,1249.6,NULL
2017,7,15,12,28,1,1257.81,NULL
2017,7,15,12,41,53,1251.88,NULL
2017,7,15,12,56,52,1256.69,NULL
2017,7,15,13,13,2,1261.21,NULL
2017,7,15,13,26,52,1256.22,NULL
2017,7,15,13,41,51,1246.33,NULL
2017,7,15,13,58,1,1244.91,NULL
2017,7,15,14,11,53,1242.75,NULL
2017,7,15,14,29,19,1237.52,NULL
2017,7,15,14,41,58,1241.49,NULL
2017,7,15,14,58,34,1240.18,NULL
2017,7,15,15,11,54,1235.55,NULL
2017,7,15,15,44,19,1228.19,NULL
2017,7,15,15,56,53,1239.47,NULL
2017,7,15,16,13,5,1242.53,NULL
2017,7,15,16,26,57,1233.38,NULL
2017,7,15,16,43,2,1239.29,NULL
2017,7,15,16,56,52,1248.61,NULL
2017,7,15,17,13,1,1243.52,NULL
2017,7,15,17,26,53,1236.71,NULL
2017,7,15,17,41,52,1247.94,NULL
2017,7,15,17,58,2,1256.15,NULL
2017,7,15,18,11,57,1255.72,NULL
2017,7,15,18,26,53,1257.13,NULL
2017,7,15,18,43,5,1265.42,NULL
2017,7,15,18,56,52,1257.86,NULL
2017,7,15,19,13,3,1265.01,NULL
2017,7,15,19,26,52,1273.39,NULL
2017,7,15,19,43,6,1262.07,NULL
2017,7,15,19,56,53,1277.36,NULL
2017,7,15,20,11,52,1278.11,NULL
2017,7,15,20,28,3,1270.55,NULL
2017,7,15,20,41,55,1269.78,NULL
2017,7,15,20,58,2,1262.93,NULL
2017,7,15,21,11,52,1268.18,NULL
2017,7,15,21,28,31,1271.88,NULL
2017,7,15,21,41,52,1265.07,NULL
2017,7,15,21,58,2,1268.14,NULL
2017,7,15,22,14,19,1262.89,NULL
2017,7,15,22,27,11,1269.83,NULL
2017,7,15,22,44,21,1267.36,NULL
2017,7,15,22,56,52,1266.48,NULL
2017,7,15,23,13,24,1275.31,NULL
2017,7,15,23,31,0,1269.32,NULL
2017,7,15,23,41,54,1262.14,NULL
2017,7,16,0,11,52,1261.83,NULL
2017,7,16,0,28,5,1264.33,NULL
2017,7,16,0,41,52,1262.36,NULL
2017,7,16,0,58,2,1262.3,NULL
2017,7,16,1,12,1,1264.63,NULL
2017,7,16,1,26,54,1270.53,NULL
2017,7,16,1,41,53,1261.79,NULL
2017,7,16,1,56,52,1264.57,NULL
2017,7,16,2,13,9,1266.56,NULL
2017,7,16,2,26,52,1259.51,NULL
2017,7,16,2,43,2,1268.44,NULL
2017,7,16,2,56,52,1268.56,NULL
2017,7,16,3,13,30,1265.43,NULL
2017,7,16,3,26,52,1261.92,NULL
2017,7,16,3,43,2,1265.31,NULL
2017,7,16,3,56,52,1260.7,NULL
2017,7,16,4,11,50,1259.68,NULL
2017,7,16,4,26,50,1255.69,NULL
2017,7,16,4,43,1,1256.21,NULL
2017,7,16,4,56,53,1256.21,NULL
2017,7,16,5,13,31,1265.04,NULL
2017,7,16,5,26,49,1256.94,NULL
2017,7,16,5,43,0,1256.34,NULL
2017,7,16,5,56,51,1254.57,NULL
2017,7,16,6,11,49,1251.28,NULL
2017,7,16,6,28,0,1255.64,NULL
2017,7,16,6,44,10,1258.04,NULL
2017,7,16,7,0,57,1250.67,NULL
2017,7,16,7,11,53,1265.74,NULL
2017,7,16,7,44,17,1258.67,NULL
2017,7,16,7,56,50,1265.44,NULL
2017,7,16,8,13,0,1269.6,NULL
2017,7,16,8,26,50,1267.64,NULL
2017,7,16,9,0,59,1266.83,NULL
2017,7,16,9,11,50,1269.51,NULL
2017,7,16,9,26,50,1265.77,NULL
2017,7,16,9,43,4,1264.76,NULL
2017,7,16,9,56,51,1262.36,NULL
2017,7,16,10,13,29,1261.2,NULL
2017,7,16,10,26,50,1256.42,NULL
2017,7,16,10,43,4,1260.2,NULL
2017,7,16,10,59,17,1262.17,NULL
2017,7,16,11,11,50,1257.55,NULL
2017,7,16,11,28,29,1261.37,NULL
2017,7,16,11,41,51,1260.44,NULL
2017,7,16,11,58,1,1261.93,NULL
2017,7,16,12,14,20,1262.29,NULL
2017,7,16,12,30,57,1261.75,NULL
2017,7,16,12,41,51,1258.49,NULL
2017,7,16,12,56,51,1262.61,NULL
2017,7,16,13,11,50,1264.81,NULL
2017,7,16,13,28,1,1260.35,NULL
2017,7,16,13,41,53,1259.57,NULL
2017,7,16,13,56,53,1258.78,NULL
2017,7,16,14,11,52,1259.78,NULL
2017,7,16,14,44,19,1256.98,NULL
2017,7,16,14,56,52,1254.16,NULL
2017,7,16,15,11,50,1258.43,NULL
2017,7,16,15,28,2,1249.98,NULL
2017,7,16,15,41,50,1243.83,NULL
2017,7,16,15,56,50,1242.43,NULL
2017,7,16,16,13,1,1234.89,NULL
2017,7,16,16,26,51,1243.64,NULL
2017,7,16,16,43,4,1237.12,NULL
2017,7,16,17,30,59,1244.71,NULL
2017,7,16,17,41,50,1251.28,NULL
2017,7,16,17,58,6,1241.82,NULL
2017,7,16,18,11,53,1238.86,NULL
2017,7,16,18,26,51,1253.47,NULL
2017,7,16,18,41,50,1252.67,NULL
2017,7,16,19,15,59,1250.54,NULL
2017,7,16,19,26,52,1255.28,NULL
2017,7,16,19,45,8,1255.98,NULL
2017,7,16,20,2,12,1259.55,NULL
2017,7,16,20,11,50,1262.65,NULL
2017,7,16,20,28,29,1267.46,NULL
2017,7,16,20,41,51,1267.44,NULL
2017,7,16,20,56,50,1268.23,NULL
2017,7,16,21,13,2,1262.94,NULL
2017,7,16,21,26,51,1263.89,NULL
2017,7,16,21,43,4,1268.43,NULL
2017,7,16,21,56,51,1262.18,NULL
2017,7,16,22,13,5,1258.66,NULL
2017,7,16,22,26,51,1270.4,NULL
2017,7,16,22,43,1,1274.38,NULL
2017,7,16,23,14,18,1261.45,NULL
2017,7,16,23,26,54,1268.07,NULL
2017,7,16,23,41,52,1275.77,NULL
2017,7,17,0,11,56,1281.77,NULL
2017,7,17,0,26,54,1272.65,NULL
2017,7,17,0,41,51,1277.33,NULL
2017,7,17,0,58,1,1277.21,NULL
2017,7,17,1,11,57,1281.09,NULL
2017,7,17,1,28,4,1279.66,NULL
2017,7,17,1,41,53,1277.46,NULL
2017,7,17,1,56,50,1283.8,NULL
2017,7,17,2,13,10,1277.51,NULL
2017,7,17,2,30,58,1282.81,NULL
2017,7,17,2,42,39,1282.89,NULL
2017,7,17,2,56,55,1279.71,NULL
2017,7,17,3,13,3,1274.05,NULL
2017,7,17,3,26,53,1282.04,NULL
2017,7,17,3,43,4,1276.67,NULL
2017,7,17,3,59,26,1275.8,NULL
2017,7,17,4,11,55,1278.08,NULL
2017,7,17,4,26,52,1275.01,NULL
2017,7,17,4,43,6,1276.64,NULL
2017,7,17,4,56,50,1275.71,NULL
2017,7,17,5,13,2,1272.45,NULL
2017,7,17,5,26,52,1284.93,NULL
2017,7,17,5,43,4,1278.78,NULL
2017,7,17,5,56,51,1273.68,NULL
2017,7,17,6,13,2,1273.49,NULL
2017,7,17,6,29,18,1281.25,NULL
2017,7,17,6,41,53,1274.19,NULL
2017,7,17,6,56,51,1282.7,NULL
2017,7,17,7,13,4,1279.95,NULL
2017,7,17,7,26,54,1275.81,NULL
2017,7,17,7,44,18,1274.84,NULL
2017,7,17,7,56,51,1284.4,NULL
2017,7,17,8,13,31,1286.81,NULL
2017,7,17,8,30,58,1284.72,NULL
2017,7,17,8,41,51,1283.1,NULL
2017,7,17,8,58,3,1291.73,NULL
2017,7,17,9,11,52,1297.6,NULL
2017,7,17,9,26,51,1294.86,NULL
2017,7,17,10,11,53,1301.92,NULL
2017,7,17,10,26,50,1296.32,NULL
2017,7,17,10,43,37,1302.64,NULL
2017,7,17,11,13,57,1298.33,NULL
2017,7,17,11,30,58,1296.35,NULL
2017,7,17,11,41,52,1301.19,NULL
2017,7,17,11,56,51,1308.34,NULL
2017,7,17,12,14,18,1306.68,NULL
2017,7,17,12,26,50,1306.43,NULL
2017,7,17,12,43,29,1308.86,NULL
2017,7,17,12,56,51,1308.6,NULL
2017,7,17,13,11,50,1319.89,NULL
2017,7,17,13,28,1,1322.25,NULL
2017,7,17,13,41,51,1316.3,NULL
2017,7,17,13,58,8,1315.54,NULL
2017,7,17,14,11,51,1316.45,NULL
2017,7,17,14,28,3,1315.4,NULL
2017,7,17,14,42,31,1317.52,NULL
2017,7,17,14,56,51,1316.15,NULL
2017,7,17,15,13,5,1315.63,NULL
2017,7,17,15,26,52,1315.61,NULL
2017,7,17,15,41,50,1312.39,NULL
2017,7,17,15,59,2,1310.85,NULL
2017,7,17,16,15,59,1299.89,NULL
2017,7,17,16,26,52,1302.12,NULL
2017,7,17,16,41,50,1295.27,NULL
2017,7,17,16,58,1,1288.8,NULL
2017,7,17,17,14,18,1292,NULL
2017,7,17,17,26,51,1298.33,NULL
2017,7,17,17,43,1,1299.59,NULL
2017,7,17,18,14,18,1297.14,NULL
2017,7,17,18,26,52,1298.89,NULL
2017,7,17,18,41,50,1292.41,NULL
2017,7,17,18,58,2,1302.45,NULL
2017,7,17,19,11,51,1296.5,NULL
2017,7,17,19,28,4,1298.2,NULL
2017,7,17,19,41,51,1305.12,NULL
2017,7,17,20,0,59,1301.52,NULL
2017,7,17,20,11,51,1301.71,NULL
2017,7,17,20,28,1,1311.52,NULL
2017,7,17,20,41,51,1302.88,NULL
2017,7,17,20,58,1,1304.97,NULL
2017,7,17,21,11,53,1300.65,NULL
2017,7,17,21,28,4,1314.31,NULL
2017,7,17,21,44,12,1304.42,NULL
2017,7,17,21,56,52,1300.26,NULL
2017,7,17,22,11,51,1307.9,NULL
2017,7,17,22,26,50,1300.52,NULL
2017,7,17,22,43,1,1309.24,NULL
2017,7,17,22,56,51,1309.08,NULL
2017,7,17,23,11,50,1310.55,NULL
2017,7,17,23,28,0,1308.9,NULL
2017,7,17,23,41,52,1313.59,NULL
2017,7,18,0,11,54,1304.48,NULL
2017,7,18,0,26,51,1309.5,NULL
2017,7,18,0,43,29,1316.42,NULL
2017,7,18,0,56,49,1315.01,NULL
2017,7,18,1,11,49,1315.53,NULL
2017,7,18,1,28,1,1321.41,NULL
2017,7,18,1,41,50,1310.91,NULL
2017,7,18,1,58,29,1316.66,NULL
2017,7,18,2,12,9,1320.51,NULL
2017,7,18,2,26,51,1323.35,NULL
2017,7,18,2,41,51,1316.43,NULL
2017,7,18,2,58,30,1325.54,NULL
2017,7,18,3,15,59,1323.49,NULL
2017,7,18,3,26,51,1316.28,NULL
2017,7,18,3,58,8,1318.17,NULL
2017,7,18,4,11,53,1323.53,NULL
2017,7,18,4,26,50,1319.41,NULL
2017,7,18,4,43,1,1326.19,NULL
2017,7,18,4,56,51,1314.29,NULL
2017,7,18,5,13,7,1309.47,NULL
2017,7,18,5,29,20,1306.93,NULL
2017,7,18,5,45,58,1306.53,NULL
2017,7,18,5,57,9,1299.47,NULL
2017,7,18,6,11,52,1303.13,NULL
2017,7,18,6,26,51,1300.91,NULL
2017,7,18,6,43,30,1299.97,NULL
2017,7,18,6,56,50,1296.57,NULL
2017,7,18,7,13,3,1304.01,NULL
2017,7,18,7,26,51,1298.38,NULL
2017,7,18,7,43,3,1300.29,NULL
2017,7,18,7,56,50,1292.39,NULL
2017,7,18,8,13,2,1291.81,NULL
2017,7,18,8,26,49,1301.77,NULL
2017,7,18,8,43,0,1297.62,NULL
2017,7,18,8,56,51,1305.88,NULL
2017,7,18,9,13,2,1294.38,NULL
2017,7,18,9,26,51,1303.03,NULL
2017,7,18,9,41,50,1304.7,NULL
2017,7,18,9,58,2,1310.4,NULL
2017,7,18,10,14,18,1312.34,NULL
2017,7,18,10,26,49,1302.74,NULL
2017,7,18,10,43,1,1306.62,NULL
2017,7,18,10,56,51,1308.33,NULL
2017,7,18,11,13,1,1311.6,NULL
2017,7,18,11,26,51,1311.38,NULL
2017,7,18,11,43,1,1309.56,NULL
2017,7,18,11,59,20,1313.86,NULL
2017,7,18,12,11,52,1315.45,NULL
2017,7,18,12,26,50,1311.26,NULL
2017,7,18,12,43,0,1325.11,NULL
2017,7,18,12,56,51,1321.16,NULL
2017,7,18,13,13,4,1319.64,NULL
2017,7,18,13,26,51,1325.91,NULL
2017,7,18,14,0,58,1322.99,NULL
2017,7,18,14,11,50,1332.87,NULL
2017,7,18,14,59,19,1330.31,NULL
2017,7,18,15,11,54,1331.69,NULL
2017,7,18,15,26,54,1325.35,NULL
2017,7,18,15,41,51,1325.14,NULL
2017,7,18,15,56,50,1326.8,NULL
2017,7,18,16,13,1,1326.44,NULL
2017,7,18,16,26,52,1320.37,NULL
2017,7,18,16,41,51,1316.32,NULL
2017,7,18,16,58,28,1310.88,NULL
2017,7,18,17,11,53,1313.79,NULL
2017,7,18,17,26,51,1314.68,NULL
2017,7,18,17,41,50,1308.51,NULL
2017,7,18,17,58,2,1311.48,NULL
2017,7,18,18,11,52,1311.3,NULL
2017,7,18,18,26,51,1296.83,NULL
2017,7,18,18,41,51,1301.12,NULL
2017,7,18,18,58,3,1301.13,NULL
2017,7,18,19,11,54,1300.3,NULL
2017,7,18,19,26,51,1296.58,NULL
2017,7,18,19,41,51,1290.4,NULL
2017,7,18,19,58,2,1303.7,NULL
2017,7,18,20,11,50,1296.75,NULL
2017,7,18,20,28,2,1305.02,NULL
2017,7,18,20,41,51,1301.87,NULL
2017,7,18,21,29,12,1297.87,NULL
2017,7,18,21,41,50,1303.85,NULL
2017,7,18,21,57,57,1298.54,NULL
2017,7,18,22,11,50,1297.38,NULL
2017,7,18,22,28,32,1299.51,NULL
2017,7,18,22,41,51,1293.49,NULL
2017,7,18,23,14,5,1301.31,NULL
2017,7,18,23,26,50,1299.12,NULL
2017,7,18,23,43,2,1304.24,NULL
2017,7,19,0,11,50,1301.22,NULL
2017,7,19,0,28,1,1302.64,NULL
2017,7,19,0,41,53,1309.2,NULL
2017,7,19,0,58,1,1308.48,NULL
2017,7,19,1,11,53,1314.54,NULL
2017,7,19,1,26,51,1314.34,NULL
2017,7,19,1,43,29,1311.8,NULL
2017,7,19,2,0,59,1313.98,NULL
2017,7,19,2,11,50,1313.68,NULL
2017,7,19,2,28,1,1314.74,NULL
2017,7,19,2,41,51,1314.56,NULL
2017,7,19,2,58,3,1318.51,NULL
2017,7,19,3,11,51,1315.7,NULL
2017,7,19,3,28,2,1319.88,NULL
2017,7,19,3,41,52,1318.03,NULL
2017,7,19,3,58,2,1308.7,NULL
2017,7,19,4,11,51,1317.38,NULL
2017,7,19,4,26,51,1305.09,NULL
2017,7,19,4,43,28,1301.58,NULL
2017,7,19,4,56,51,1303.34,NULL
2017,7,19,5,11,50,1302.49,NULL
2017,7,19,5,28,20,1301.86,NULL
2017,7,19,5,41,52,1299.13,NULL
2017,7,19,5,58,1,1293.49,NULL
2017,7,19,6,11,53,1288.66,NULL
2017,7,19,6,26,50,1282.41,NULL
2017,7,19,6,43,1,1282.04,NULL
2017,7,19,6,59,9,1280.02,NULL
2017,7,19,7,28,54,1281.81,NULL
2017,7,19,7,41,51,1280.55,NULL
2017,7,19,7,58,29,1278.57,NULL
2017,7,19,8,11,51,1277.69,NULL
2017,7,19,8,28,3,1272.9,NULL
2017,7,19,8,41,51,1272.27,NULL
2017,7,19,8,58,3,1267.43,NULL
2017,7,19,9,11,51,1276.96,NULL
2017,7,19,9,26,51,1274.16,NULL
2017,7,19,9,43,27,1275.57,NULL
2017,7,19,9,56,52,1279.81,NULL
2017,7,19,10,11,50,1281.67,NULL
2017,7,19,10,28,29,1281.68,NULL
2017,7,19,11,0,58,1278.8,NULL
2017,7,19,11,11,51,1282.63,NULL
2017,7,19,11,26,51,1288.52,NULL
2017,7,19,11,43,29,1290.24,NULL
2017,7,19,11,56,51,1293.99,NULL
2017,7,19,12,13,29,1292.29,NULL
2017,7,19,12,30,59,1291.24,NULL
2017,7,19,12,41,50,1289.44,NULL
2017,7,19,12,58,7,1293.14,NULL
2017,7,19,13,11,51,1299.81,NULL
2017,7,19,13,28,4,1291.9,NULL
2017,7,19,13,44,27,1302.92,NULL
2017,7,19,13,56,51,1297.43,NULL
2017,7,19,14,13,4,1303.44,NULL
2017,7,19,14,26,52,1298.82,NULL
2017,7,19,14,41,50,1307.16,NULL
2017,7,19,14,58,0,1304.83,NULL
2017,7,19,15,11,52,1307.04,NULL
2017,7,19,15,26,51,1303.44,NULL
2017,7,19,15,43,4,1303.83,NULL
2017,7,19,15,56,50,1302.63,NULL
2017,7,19,16,13,29,1307.25,NULL
2017,7,19,16,26,51,1299.43,NULL
2017,7,19,16,43,33,1301.29,NULL
2017,7,19,16,56,52,1297.84,NULL
2017,7,19,17,11,50,1298.68,NULL
2017,7,19,17,28,4,1299.74,NULL
2017,7,19,17,41,51,1297.9,NULL
2017,7,19,17,58,0,1290.57,NULL
2017,7,19,18,11,50,1282.21,NULL
2017,7,19,18,28,1,1276.95,NULL
2017,7,19,18,44,17,1281.4,NULL
2017,7,19,18,56,51,1272.52,NULL
2017,7,19,19,13,1,1271.35,NULL
2017,7,19,19,26,51,1261.48,NULL
2017,7,19,19,43,3,1265.52,NULL
2017,7,19,19,56,51,1269.01,NULL
2017,7,19,20,13,28,1262.75,NULL
2017,7,19,20,26,51,1262.1,NULL
2017,7,19,20,43,2,1261.12,NULL
2017,7,19,21,0,34,1257.39,NULL
2017,7,19,21,11,52,1261.97,NULL
2017,7,19,21,28,31,1262.99,NULL
