YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,water_l1,avg_water_l1
2018,5,21,14,45,26,1255.39,NULL
2018,5,21,15,0,25,1255.39,NULL
2018,5,21,15,16,36,1255.39,NULL
2018,5,21,15,30,25,1255.39,NULL
2018,5,21,15,46,31,1255.39,NULL
2018,5,21,16,0,25,1255.39,NULL
2018,5,21,16,16,29,1255.39,NULL
2018,5,21,16,30,25,1255.39,NULL
2018,5,21,16,46,37,1255.39,NULL
2018,5,21,17,0,25,1255.39,NULL
2018,5,21,17,16,37,1255.39,NULL
2018,5,21,17,30,25,1255.39,NULL
2018,5,21,17,46,32,1255.39,NULL
2018,5,21,18,0,25,1255.39,NULL
2018,5,21,18,16,21,1255.39,NULL
2018,5,21,18,30,25,1255.39,NULL
2018,5,21,18,46,37,1255.39,NULL
2018,5,21,19,0,25,1255.39,NULL
2018,5,21,19,16,36,1255.39,NULL
2018,5,21,19,30,25,1255.39,NULL
2018,5,21,19,46,37,1255.39,NULL
2018,5,21,20,0,26,1255.39,NULL
2018,5,21,20,15,26,1255.39,NULL
2018,5,21,20,30,25,1255.39,NULL
2018,5,21,20,46,31,1255.39,NULL
2018,5,21,21,0,25,1255.39,NULL
2018,5,21,21,17,2,1255.39,NULL
2018,5,21,21,30,25,1255.39,NULL
2018,5,21,21,46,37,1255.39,NULL
2018,5,21,22,0,26,1255.39,NULL
2018,5,21,22,15,26,1255.39,NULL
2018,5,21,22,30,25,1255.39,NULL
2018,5,21,22,46,37,1255.39,NULL
2018,5,21,23,0,25,1255.39,NULL
2018,5,21,23,15,25,1255.39,NULL
2018,5,21,23,31,36,1255.39,NULL
2018,5,21,23,45,25,1255.39,NULL
2018,5,22,0,15,26,1255.39,NULL
2018,5,22,0,30,25,1255.39,NULL
2018,5,22,0,47,2,1255.39,NULL
2018,5,22,1,0,25,1255.39,NULL
2018,5,22,1,16,55,1255.39,NULL
2018,5,22,1,30,25,1255.39,NULL
2018,5,22,1,46,37,1255.39,NULL
2018,5,22,2,0,25,1255.39,NULL
2018,5,22,2,16,37,1255.39,NULL
2018,5,22,2,33,17,1255.39,NULL
2018,5,22,2,45,25,1255.39,NULL
2018,5,22,3,1,37,1255.39,NULL
2018,5,22,3,15,25,1255.39,NULL
2018,5,22,3,31,36,1255.39,NULL
2018,5,22,3,45,25,1255.39,NULL
2018,5,22,4,1,21,1255.39,NULL
2018,5,22,4,15,25,1255.39,NULL
2018,5,22,4,31,29,1255.39,NULL
2018,5,22,4,45,27,1255.39,NULL
2018,5,22,5,0,25,1255.39,NULL
2018,5,22,5,16,37,1255.39,NULL
2018,5,22,5,30,26,1255.39,NULL
2018,5,22,5,45,26,1255.39,NULL
2018,5,22,6,0,25,1255.39,NULL
2018,5,22,6,16,38,1255.39,NULL
2018,5,22,6,30,26,1255.39,NULL
2018,5,22,6,45,25,1255.39,NULL
2018,5,22,7,1,22,1255.39,NULL
2018,5,22,7,15,26,1255.39,NULL
2018,5,22,7,31,37,1255.39,NULL
2018,5,22,7,45,25,1255.39,NULL
2018,5,22,8,1,29,1255.39,NULL
2018,5,22,8,15,25,1255.39,NULL
2018,5,22,8,31,37,1255.39,NULL
2018,5,22,8,45,25,1255.39,NULL
2018,5,22,9,1,37,1255.39,NULL
2018,5,22,9,15,25,1255.39,NULL
2018,5,22,9,31,37,1255.39,NULL
2018,5,22,9,45,25,1255.39,NULL
2018,5,22,10,1,37,1255.39,NULL
2018,5,22,10,15,25,1255.39,NULL
2018,5,22,10,31,37,1255.39,NULL
2018,5,22,10,45,25,1255.39,NULL
2018,5,22,11,1,36,1255.39,NULL
2018,5,22,11,15,25,1255.39,NULL
2018,5,22,11,31,37,1255.39,NULL
2018,5,22,11,45,25,1255.39,NULL
2018,5,22,12,1,37,1255.39,NULL
2018,5,22,12,15,31,1255.39,NULL
2018,5,22,12,30,26,1255.39,NULL
2018,5,22,12,45,26,1255.39,NULL
2018,5,22,13,0,26,1255.39,NULL
2018,5,22,13,16,37,1255.39,NULL
2018,5,22,13,30,26,1255.39,NULL
2018,5,22,13,46,37,1255.39,NULL
2018,5,22,14,0,26,1255.39,NULL
2018,5,22,14,16,37,1255.39,NULL
2018,5,22,14,30,26,1255.39,NULL
2018,5,22,14,45,26,1255.39,NULL
2018,5,22,15,0,26,1255.39,NULL
2018,5,22,15,17,2,1255.39,NULL
2018,5,22,15,30,25,1255.39,NULL
2018,5,22,15,46,33,1255.39,NULL
2018,5,22,16,0,25,1255.39,NULL
2018,5,22,16,16,37,1255.39,NULL
2018,5,22,16,30,26,1255.39,NULL
2018,5,22,16,46,22,1255.39,NULL
2018,5,22,17,0,26,1255.39,NULL
2018,5,22,17,16,37,1255.39,NULL
2018,5,22,17,30,26,1255.39,NULL
2018,5,22,17,45,26,1255.39,NULL
2018,5,22,18,1,29,1255.39,NULL
2018,5,22,18,15,26,1255.39,NULL
2018,5,22,18,32,3,1255.39,NULL
2018,5,22,18,45,26,1255.39,NULL
2018,5,22,19,0,26,1255.39,NULL
2018,5,22,19,17,2,1255.39,NULL
2018,5,22,19,30,26,1255.39,NULL
2018,5,22,19,46,37,1255.39,NULL
2018,5,22,20,0,26,1255.39,NULL
2018,5,22,20,16,37,1255.39,NULL
2018,5,22,20,30,26,1255.39,NULL
2018,5,22,20,46,37,1255.39,NULL
2018,5,22,21,0,25,1255.39,NULL
2018,5,22,21,16,23,1255.39,NULL
2018,5,22,21,30,26,1255.39,NULL
2018,5,22,21,46,38,1255.39,NULL
2018,5,22,22,0,25,1255.39,NULL
2018,5,22,22,16,37,1255.39,NULL
2018,5,22,22,30,26,1255.39,NULL
2018,5,22,22,47,2,1255.39,NULL
2018,5,22,23,0,25,1255.39,NULL
2018,5,22,23,16,37,1255.39,NULL
2018,5,22,23,30,25,1255.39,NULL
2018,5,22,23,46,38,1255.39,NULL
2018,5,23,0,15,26,1255.39,NULL
2018,5,23,0,32,2,1255.39,NULL
2018,5,23,0,45,26,1255.39,NULL
2018,5,23,1,0,25,1255.39,NULL
2018,5,23,1,16,22,1255.39,NULL
2018,5,23,1,30,26,1255.39,NULL
2018,5,23,1,46,38,1255.39,NULL
2018,5,23,2,0,26,1255.39,NULL
2018,5,23,2,15,26,1255.39,NULL
2018,5,23,2,31,38,1255.39,NULL
2018,5,23,2,45,26,1255.39,NULL
2018,5,23,3,0,25,1255.39,NULL
2018,5,23,3,16,37,1255.39,NULL
2018,5,23,3,30,26,1255.39,NULL
2018,5,23,3,47,3,1255.39,NULL
2018,5,23,4,0,26,1255.39,NULL
2018,5,23,4,15,26,1255.39,NULL
2018,5,23,4,31,37,1255.39,NULL
2018,5,23,4,45,25,1255.39,NULL
2018,5,23,5,1,37,1255.39,NULL
2018,5,23,5,15,26,1255.39,NULL
2018,5,23,5,31,37,1255.39,NULL
2018,5,23,5,45,26,1255.39,NULL
2018,5,23,6,1,38,1255.39,NULL
2018,5,23,6,15,26,1255.39,NULL
2018,5,23,6,32,3,1255.39,NULL
2018,5,23,6,45,26,1255.39,NULL
2018,5,23,7,1,38,1255.39,NULL
2018,5,23,7,15,26,1255.39,NULL
2018,5,23,7,31,37,1255.39,NULL
2018,5,23,7,45,27,1255.39,NULL
2018,5,23,8,0,26,1255.39,NULL
2018,5,23,8,16,38,1255.39,NULL
2018,5,23,8,30,27,1255.39,NULL
2018,5,23,8,45,26,1255.39,NULL
2018,5,23,9,1,37,1255.39,NULL
2018,5,23,9,15,27,1255.39,NULL
2018,5,23,9,30,26,1255.39,NULL
2018,5,23,9,47,3,1255.39,NULL
2018,5,23,10,0,26,1255.39,NULL
2018,5,23,10,15,26,1255.39,NULL
2018,5,23,10,31,38,1255.39,NULL
2018,5,23,10,45,26,1255.39,NULL
2018,5,23,11,1,37,1255.39,NULL
2018,5,23,11,15,26,1255.39,NULL
2018,5,23,11,31,38,1255.39,NULL
2018,5,23,11,45,28,1255.39,NULL
2018,5,23,12,0,26,1255.39,NULL
2018,5,23,12,16,22,1255.39,NULL
2018,5,23,12,30,26,1255.39,NULL
2018,5,23,12,46,32,1255.39,NULL
2018,5,23,13,0,26,1255.39,NULL
2018,5,23,13,16,40,1255.39,NULL
2018,5,23,13,30,26,1255.39,NULL
2018,5,23,13,46,37,1255.39,NULL
2018,5,23,14,0,27,1255.39,NULL
2018,5,23,14,15,27,1255.39,NULL
2018,5,23,14,30,26,1255.39,NULL
2018,5,23,14,46,37,1255.39,NULL
2018,5,23,15,0,26,1255.39,NULL
2018,5,23,15,16,38,1255.39,NULL
2018,5,23,15,30,26,1255.39,NULL
2018,5,23,15,46,31,1255.39,NULL
2018,5,23,16,0,27,1255.39,NULL
2018,5,23,16,17,4,1255.39,NULL
2018,5,23,16,30,27,1255.39,NULL
2018,5,23,16,47,1,1255.39,NULL
2018,5,23,17,0,27,1255.39,NULL
2018,5,23,17,15,27,1255.39,NULL
2018,5,23,17,30,26,1255.39,NULL
2018,5,23,17,46,38,1255.39,NULL
2018,5,23,18,0,26,1255.39,NULL
2018,5,23,18,16,38,1255.39,NULL
2018,5,23,18,30,27,1255.39,NULL
2018,5,23,18,46,38,1255.39,NULL
2018,5,23,19,0,26,1255.39,NULL
2018,5,23,19,16,38,1255.39,NULL
2018,5,23,19,30,26,1255.39,NULL
2018,5,23,19,46,38,1255.39,NULL
2018,5,23,20,0,27,1255.39,NULL
2018,5,23,20,15,26,1255.39,NULL
2018,5,23,20,30,26,1255.39,NULL
2018,5,23,20,46,38,1255.39,NULL
2018,5,23,21,0,26,1255.39,NULL
2018,5,23,21,16,37,1255.39,NULL
2018,5,23,21,30,26,1255.39,NULL
2018,5,23,21,46,41,1255.39,NULL
2018,5,23,22,0,28,1255.39,NULL
2018,5,23,22,15,27,1255.39,NULL
2018,5,23,22,30,27,1255.39,NULL
2018,5,23,22,46,38,1255.39,NULL
2018,5,23,23,0,27,1255.39,NULL
2018,5,23,23,16,38,1255.39,NULL
2018,5,23,23,30,26,1255.39,NULL
2018,5,23,23,46,49,1255.39,NULL
2018,5,24,0,5,45,1255.39,NULL
2018,5,24,0,15,26,1255.39,NULL
2018,5,24,0,31,38,1255.39,NULL
2018,5,24,0,45,26,1255.39,NULL
2018,5,24,1,1,38,1255.39,NULL
2018,5,24,1,15,27,1255.39,NULL
2018,5,24,1,31,38,1255.39,NULL
2018,5,24,1,45,26,1255.39,NULL
2018,5,24,2,1,38,1255.39,NULL
2018,5,24,2,15,26,1255.39,NULL
2018,5,24,2,31,32,1255.39,NULL
2018,5,24,2,45,27,1255.39,NULL
2018,5,24,3,0,26,1255.39,NULL
2018,5,24,3,16,22,1255.39,NULL
2018,5,24,3,30,26,1255.39,NULL
2018,5,24,3,46,38,1255.39,NULL
2018,5,24,4,0,26,1255.39,NULL
2018,5,24,4,16,37,1255.39,NULL
2018,5,24,4,30,27,1255.39,NULL
2018,5,24,4,45,26,1255.39,NULL
2018,5,24,5,1,38,1255.39,NULL
2018,5,24,5,15,26,1255.39,NULL
2018,5,24,5,31,38,1255.39,NULL
2018,5,24,5,45,26,1255.39,NULL
2018,5,24,6,2,3,1255.39,NULL
2018,5,24,6,15,26,1255.39,NULL
2018,5,24,6,31,38,1255.39,NULL
2018,5,24,6,45,26,1255.39,NULL
2018,5,24,7,1,38,1255.39,NULL
2018,5,24,7,15,26,1255.39,NULL
2018,5,24,7,31,38,1255.39,NULL
2018,5,24,7,45,27,1255.39,NULL
2018,5,24,8,0,27,1255.39,NULL
2018,5,24,8,16,22,1255.39,NULL
2018,5,24,8,30,27,1255.39,NULL
2018,5,24,8,46,38,1255.39,NULL
2018,5,24,9,0,26,1255.39,NULL
2018,5,24,9,17,4,1255.39,NULL
2018,5,24,9,30,27,1255.39,NULL
2018,5,24,9,47,4,1255.39,NULL
2018,5,24,10,0,27,1255.39,NULL
2018,5,24,10,16,38,1255.39,NULL
2018,5,24,10,30,27,1255.39,NULL
2018,5,24,10,45,27,1255.39,NULL
2018,5,24,11,0,26,1255.39,NULL
2018,5,24,11,16,23,1255.39,NULL
2018,5,24,11,32,55,1255.39,NULL
2018,5,24,11,45,27,1255.39,NULL
2018,5,24,12,1,38,1255.39,NULL
2018,5,24,12,17,55,1255.39,NULL
2018,5,24,12,30,27,1255.39,NULL
2018,5,24,12,45,27,1255.39,NULL
2018,5,24,13,2,3,1255.39,NULL
2018,5,24,13,15,26,1255.39,NULL
2018,5,24,13,31,48,1255.39,NULL
2018,5,24,13,45,26,1255.39,NULL
2018,5,24,14,1,38,1255.39,NULL
2018,5,24,14,15,27,1255.39,NULL
2018,5,24,14,32,55,1255.39,NULL
2018,5,24,14,45,27,1255.39,NULL
2018,5,24,15,0,26,1255.39,NULL
2018,5,24,15,16,32,1255.39,NULL
2018,5,24,15,30,28,1255.39,NULL
2018,5,24,15,45,27,1255.39,NULL
2018,5,24,16,0,27,1255.39,NULL
2018,5,24,16,15,27,1255.39,NULL
2018,5,24,16,31,38,1255.39,NULL
2018,5,24,16,45,26,1255.39,NULL
2018,5,24,17,1,38,1255.39,NULL
2018,5,24,17,15,26,1255.39,NULL
2018,5,24,17,31,31,1255.39,NULL
2018,5,24,17,45,26,1255.39,NULL
2018,5,24,18,1,46,1255.39,NULL
2018,5,24,18,15,27,1255.39,NULL
2018,5,24,18,31,38,1255.39,NULL
2018,5,24,18,45,27,1255.39,NULL
2018,5,24,19,1,52,1255.39,NULL
2018,5,24,19,15,27,1255.39,NULL
2018,5,24,19,31,38,1255.39,NULL
2018,5,24,19,45,26,1255.39,NULL
2018,5,24,20,1,32,1255.39,NULL
2018,5,24,20,15,27,1255.39,NULL
2018,5,24,20,30,26,1255.39,NULL
2018,5,24,20,46,33,1255.39,NULL
2018,5,24,21,0,27,1255.39,NULL
2018,5,24,21,16,31,1255.39,NULL
2018,5,24,21,30,34,1255.39,NULL
2018,5,24,21,45,27,1255.39,NULL
2018,5,24,22,1,38,1255.39,NULL
2018,5,24,22,15,26,1255.39,NULL
2018,5,24,22,31,38,1255.39,NULL
2018,5,24,22,45,26,1255.39,NULL
2018,5,24,23,1,38,1255.39,NULL
2018,5,24,23,15,26,1255.39,NULL
2018,5,24,23,31,38,1255.39,NULL
2018,5,24,23,45,27,1255.39,NULL
2018,5,25,0,5,46,1255.39,NULL
2018,5,25,0,15,27,1255.39,NULL
2018,5,25,0,32,4,1255.39,NULL
2018,5,25,0,45,27,1255.39,NULL
2018,5,25,1,0,26,1255.39,NULL
2018,5,25,1,16,38,1255.39,NULL
2018,5,25,1,30,26,1255.39,NULL
2018,5,25,1,46,38,1255.39,NULL
2018,5,25,2,0,28,1255.39,NULL
2018,5,25,2,15,28,1255.39,NULL
2018,5,25,2,30,27,1255.39,NULL
2018,5,25,2,46,34,1255.39,NULL
2018,5,25,3,0,27,1255.39,NULL
2018,5,25,3,15,27,1255.39,NULL
2018,5,25,3,32,4,1255.39,NULL
2018,5,25,4,0,27,1255.39,NULL
2018,5,25,4,17,4,1255.39,NULL
2018,5,25,4,30,33,1255.39,NULL
2018,5,25,4,45,27,1255.39,NULL
2018,5,25,5,0,27,1255.39,NULL
2018,5,25,5,16,38,1255.39,NULL
2018,5,25,5,30,27,1255.39,NULL
2018,5,25,5,46,22,1255.39,NULL
2018,5,25,6,0,26,1255.39,NULL
2018,5,25,6,16,38,1255.39,NULL
2018,5,25,6,30,27,1255.39,NULL
2018,5,25,6,46,38,1255.39,NULL
2018,5,25,7,0,28,1255.39,NULL
2018,5,25,7,15,28,1255.39,NULL
2018,5,25,7,30,27,1255.39,NULL
2018,5,25,7,46,39,1255.39,NULL
2018,5,25,8,0,28,1255.39,NULL
2018,5,25,8,15,27,1255.39,NULL
2018,5,25,8,32,4,1255.39,NULL
2018,5,25,8,45,28,1255.39,NULL
2018,5,25,9,2,5,1255.39,NULL
2018,5,25,9,15,28,1255.39,NULL
2018,5,25,9,30,28,1255.39,NULL
2018,5,25,9,45,27,1255.39,NULL
2018,5,25,10,2,4,1255.39,NULL
2018,5,25,10,15,27,1255.39,NULL
2018,5,25,10,31,38,1255.39,NULL
2018,5,25,10,45,28,1255.39,NULL
2018,5,25,11,0,27,1255.39,NULL
2018,5,25,11,16,39,1255.39,NULL
2018,5,25,11,30,27,1255.39,NULL
2018,5,25,11,46,23,1255.39,NULL
2018,5,25,12,0,27,1255.39,NULL
2018,5,25,12,17,4,1255.39,NULL
2018,5,25,12,30,28,1255.39,NULL
2018,5,25,12,47,0,1255.39,NULL
2018,5,25,13,0,27,1255.39,NULL
2018,5,25,13,16,39,1255.39,NULL
2018,5,25,13,30,27,1255.39,NULL
2018,5,25,13,46,38,1255.39,NULL
2018,5,25,14,0,27,1255.39,NULL
2018,5,25,14,16,39,1255.39,NULL
2018,5,25,14,30,27,1255.39,NULL
2018,5,25,14,46,23,1255.39,NULL
2018,5,25,15,0,28,1255.39,NULL
2018,5,25,15,16,57,1255.39,NULL
2018,5,25,15,30,27,1255.39,NULL
2018,5,25,15,46,55,1255.39,NULL
2018,5,25,16,0,29,1255.39,NULL
2018,5,25,16,15,27,1255.39,NULL
2018,5,25,16,30,27,1255.39,NULL
2018,5,25,16,46,39,1255.39,NULL
2018,5,25,17,0,27,1255.39,NULL
2018,5,25,17,16,38,1255.39,NULL
2018,5,25,17,30,28,1255.39,NULL
2018,5,25,17,45,27,1255.39,NULL
2018,5,25,18,1,35,1255.39,NULL
2018,5,25,18,15,27,1255.39,NULL
2018,5,25,18,31,39,1255.39,NULL
2018,5,25,18,45,27,1255.39,NULL
2018,5,25,19,1,25,1255.39,NULL
2018,5,25,19,15,27,1255.39,NULL
2018,5,25,19,31,39,1255.39,NULL
2018,5,25,19,45,27,1255.39,NULL
2018,5,25,20,1,38,1255.39,NULL
2018,5,25,20,15,29,1255.39,NULL
2018,5,25,20,30,28,1255.39,NULL
2018,5,25,20,45,28,1255.39,NULL
2018,5,25,21,0,28,1255.39,NULL
2018,5,25,21,15,28,1255.39,NULL
2018,5,25,21,31,39,1255.39,NULL
2018,5,25,21,45,28,1255.39,NULL
2018,5,25,22,0,27,1255.39,NULL
2018,5,25,22,16,39,1255.39,NULL
2018,5,25,22,30,27,1255.39,NULL
2018,5,25,22,47,4,1255.39,NULL
2018,5,25,23,0,27,1255.39,NULL
2018,5,25,23,17,4,1255.39,NULL
2018,5,25,23,30,27,1255.39,NULL
2018,5,25,23,46,38,1255.39,NULL
2018,5,26,0,15,27,1255.39,NULL
2018,5,26,0,31,39,1255.39,NULL
2018,5,26,0,45,28,1255.39,NULL
2018,5,26,1,0,28,1255.39,NULL
2018,5,26,1,15,28,1255.39,NULL
2018,5,26,1,30,28,1255.39,NULL
2018,5,26,1,45,28,1255.39,NULL
2018,5,26,2,0,27,1255.39,NULL
2018,5,26,2,16,39,1255.39,NULL
2018,5,26,2,34,24,1255.39,NULL
2018,5,26,2,45,27,1255.39,NULL
2018,5,26,3,1,39,1255.39,NULL
2018,5,26,3,15,28,1255.39,NULL
2018,5,26,3,31,32,1255.39,NULL
2018,5,26,3,45,27,1255.39,NULL
2018,5,26,4,1,39,1255.39,NULL
2018,5,26,4,15,28,1255.39,NULL
2018,5,26,4,31,39,1255.39,NULL
2018,5,26,4,45,27,1255.39,NULL
2018,5,26,5,1,39,1255.39,NULL
2018,5,26,5,15,27,1255.39,NULL
2018,5,26,5,31,39,1255.39,NULL
2018,5,26,5,45,28,1255.39,NULL
2018,5,26,6,1,38,1255.39,NULL
2018,5,26,6,15,27,1255.39,NULL
2018,5,26,6,31,38,1255.39,NULL
2018,5,26,6,45,27,1255.39,NULL
2018,5,26,7,1,39,1255.39,NULL
2018,5,26,7,15,27,1255.39,NULL
2018,5,26,7,31,39,1255.39,NULL
2018,5,26,7,45,27,1255.39,NULL
2018,5,26,8,1,39,1255.39,NULL
2018,5,26,8,15,27,1255.39,NULL
2018,5,26,8,32,4,1255.39,NULL
2018,5,26,8,45,35,1255.39,NULL
2018,5,26,9,0,28,1255.39,NULL
2018,5,26,9,15,28,1255.39,NULL
2018,5,26,9,30,28,1255.39,NULL
2018,5,26,9,46,39,1255.39,NULL
2018,5,26,10,0,27,1255.39,NULL
2018,5,26,10,16,23,1255.39,NULL
2018,5,26,10,30,28,1255.39,NULL
2018,5,26,10,47,4,1255.39,NULL
2018,5,26,11,0,28,1255.39,NULL
2018,5,26,11,15,28,1255.39,NULL
2018,5,26,11,31,39,1255.39,NULL
2018,5,26,11,45,28,1255.39,NULL
2018,5,26,12,0,28,1255.39,NULL
2018,5,26,12,15,28,1255.39,NULL
2018,5,26,12,30,27,1255.39,NULL
2018,5,26,12,46,39,1255.39,NULL
2018,5,26,13,0,27,1255.39,NULL
2018,5,26,13,16,39,1255.39,NULL
2018,5,26,13,30,28,1255.39,NULL
2018,5,26,13,45,27,1255.39,NULL
2018,5,26,14,1,32,1255.39,NULL
2018,5,26,14,15,28,1255.39,NULL
2018,5,26,14,31,39,1255.39,NULL
2018,5,26,14,45,27,1255.39,NULL
2018,5,26,15,1,38,1255.39,NULL
2018,5,26,15,15,27,1255.39,NULL
2018,5,26,15,31,39,1255.39,NULL
2018,5,26,15,45,27,1255.39,NULL
2018,5,26,16,1,38,1255.39,NULL
2018,5,26,16,15,28,1255.39,NULL
2018,5,26,16,31,39,1255.39,NULL
2018,5,26,16,45,27,1255.39,NULL
2018,5,26,17,1,39,1255.39,NULL
2018,5,26,17,15,27,1255.39,NULL
2018,5,26,17,31,39,1255.39,NULL
2018,5,26,17,45,27,1255.39,NULL
2018,5,26,18,2,4,1255.39,NULL
2018,5,26,18,15,28,1255.39,NULL
2018,5,26,18,31,40,1255.39,NULL
2018,5,26,18,45,28,1255.39,NULL
2018,5,26,19,0,28,1255.39,NULL
2018,5,26,19,15,28,1255.39,NULL
2018,5,26,19,31,23,1255.39,NULL
2018,5,26,19,45,28,1255.39,NULL
2018,5,26,20,2,4,1255.39,NULL
2018,5,26,20,15,28,1255.39,NULL
2018,5,26,20,31,39,1255.39,NULL
2018,5,26,20,45,28,1255.39,NULL
2018,5,26,21,1,39,1255.39,NULL
2018,5,26,21,15,28,1255.39,NULL
2018,5,26,21,31,39,1255.39,NULL
2018,5,26,21,45,28,1255.39,NULL
2018,5,26,22,1,38,1255.39,NULL
2018,5,26,22,15,27,1255.39,NULL
2018,5,26,22,31,39,1255.39,NULL
2018,5,26,22,46,39,1255.39,NULL
2018,5,26,23,0,29,1255.39,NULL
2018,5,26,23,15,28,1255.39,NULL
2018,5,26,23,32,3,1255.39,NULL
2018,5,26,23,45,28,1255.39,NULL
2018,5,27,0,5,46,1255.39,NULL
2018,5,27,0,15,28,1255.39,NULL
2018,5,27,0,30,28,1255.39,NULL
2018,5,27,0,45,28,1255.39,NULL
2018,5,27,1,1,39,1255.39,NULL
2018,5,27,1,15,27,1255.39,NULL
2018,5,27,1,31,39,1255.39,NULL
2018,5,27,1,45,28,1255.39,NULL
2018,5,27,2,1,33,1255.39,NULL
2018,5,27,2,15,28,1255.39,NULL
2018,5,27,2,31,39,1255.39,NULL
2018,5,27,2,45,29,1255.39,NULL
2018,5,27,3,2,7,1255.39,NULL
2018,5,27,3,15,28,1255.39,NULL
2018,5,27,3,32,4,1255.39,NULL
2018,5,27,3,45,28,1255.39,NULL
2018,5,27,4,1,24,1255.39,NULL
2018,5,27,4,15,28,1255.39,NULL
2018,5,27,4,31,39,1255.39,NULL
2018,5,27,4,45,28,1255.39,NULL
2018,5,27,5,1,40,1255.39,NULL
2018,5,27,5,15,28,1255.39,NULL
2018,5,27,5,31,39,1255.39,NULL
2018,5,27,5,45,29,1255.39,NULL
2018,5,27,6,0,28,1255.39,NULL
2018,5,27,6,17,5,1255.39,NULL
2018,5,27,6,30,28,1255.39,NULL
2018,5,27,6,46,40,1255.39,NULL
2018,5,27,7,0,28,1255.39,NULL
2018,5,27,7,16,40,1255.39,NULL
2018,5,27,7,30,30,1255.39,NULL
2018,5,27,7,45,28,1255.39,NULL
2018,5,27,8,1,40,1255.39,NULL
2018,5,27,8,15,28,1255.39,NULL
2018,5,27,8,30,28,1255.39,NULL
2018,5,27,8,46,39,1255.39,NULL
2018,5,27,9,0,28,1255.39,NULL
2018,5,27,9,16,39,1255.39,NULL
2018,5,27,9,30,28,1255.39,NULL
2018,5,27,9,46,40,1255.39,NULL
2018,5,27,10,0,28,1255.39,NULL
2018,5,27,10,16,39,1255.39,NULL
2018,5,27,10,30,28,1255.39,NULL
2018,5,27,10,46,39,1255.39,NULL
2018,5,27,11,0,29,1255.39,NULL
2018,5,27,11,15,28,1255.39,NULL
2018,5,27,11,31,24,1255.39,NULL
2018,5,27,11,45,28,1255.39,NULL
2018,5,27,12,2,5,1255.39,NULL
2018,5,27,12,15,29,1255.39,NULL
2018,5,27,12,30,28,1255.39,NULL
2018,5,27,12,46,40,1255.39,NULL
2018,5,27,13,0,29,1255.39,NULL
2018,5,27,13,15,29,1255.39,NULL
2018,5,27,13,30,28,1255.39,NULL
2018,5,27,13,46,33,1255.39,NULL
2018,5,27,14,0,28,1255.39,NULL
2018,5,27,14,16,40,1255.39,NULL
2018,5,27,14,30,28,1255.39,NULL
2018,5,27,15,2,56,1255.39,NULL
2018,5,27,15,15,29,1255.39,NULL
2018,5,27,15,31,33,1255.39,NULL
2018,5,27,15,45,28,1255.39,NULL
2018,5,27,16,1,40,1255.39,NULL
2018,5,27,16,15,28,1255.39,NULL
2018,5,27,16,31,39,1255.39,NULL
2018,5,27,16,45,29,1255.39,NULL
2018,5,27,17,2,5,1255.39,NULL
2018,5,27,17,15,28,1255.39,NULL
2018,5,27,17,32,5,1255.39,NULL
2018,5,27,17,45,29,1255.39,NULL
2018,5,27,18,0,28,1255.39,NULL
2018,5,27,18,17,22,1255.39,NULL
2018,5,27,18,30,29,1255.39,NULL
2018,5,27,18,45,29,1255.39,NULL
2018,5,27,19,0,28,1255.39,NULL
2018,5,27,19,16,40,1255.39,NULL
2018,5,27,19,30,28,1255.39,NULL
2018,5,27,19,46,39,1255.39,NULL
2018,5,27,20,0,28,1255.39,NULL
2018,5,27,20,16,40,1255.39,NULL
2018,5,27,20,30,28,1255.39,NULL
2018,5,27,20,46,39,1255.39,NULL
2018,5,27,21,0,29,1255.39,NULL
2018,5,27,21,15,28,1255.39,NULL
2018,5,27,21,32,5,1255.39,NULL
2018,5,27,21,45,28,1255.39,NULL
2018,5,27,22,1,40,1255.39,NULL
2018,5,27,22,15,29,1255.39,NULL
2018,5,27,22,30,28,1255.39,NULL
2018,5,27,22,46,39,1255.39,NULL
2018,5,27,23,0,28,1255.39,NULL
2018,5,27,23,16,25,1255.39,NULL
2018,5,27,23,30,28,1255.39,NULL
2018,5,27,23,46,40,1255.39,NULL
2018,5,28,0,5,48,1255.39,NULL
2018,5,28,0,15,29,1255.39,NULL
2018,5,28,0,30,29,1255.39,NULL
2018,5,28,0,47,6,1255.39,NULL
2018,5,28,1,0,28,1255.39,NULL
2018,5,28,12,32,32,1255.39,NULL
2018,5,28,12,45,29,1255.39,NULL
2018,5,28,13,1,40,1255.39,NULL
2018,5,28,13,15,29,1255.39,NULL
2018,5,28,13,31,40,1255.39,NULL
2018,5,28,13,45,28,1255.39,NULL
2018,5,28,14,1,40,1255.39,NULL
2018,5,28,14,15,28,1255.39,NULL
2018,5,28,14,31,34,1255.39,NULL
2018,5,28,14,45,28,1255.39,NULL
2018,5,28,15,1,41,1255.39,NULL
2018,5,28,15,15,29,1255.39,NULL
2018,5,28,15,30,29,1255.39,NULL
2018,5,28,15,46,40,1255.39,NULL
2018,5,28,16,0,29,1255.39,NULL
2018,5,28,16,16,41,1255.39,NULL
2018,5,28,16,30,28,1255.39,NULL
2018,5,28,16,49,37,1255.39,NULL
2018,5,28,17,0,29,1255.39,NULL
2018,5,28,17,17,6,1255.39,NULL
2018,5,28,17,30,29,1255.39,NULL
